,Transect_Name,BarCount,SLType,WaveIndx,AveWavelength,BarDistance,BarDepth,NearshoreSlope,BW,CurveRatio,RecRate,RecRate_1,RecRate_2,RecRate_3,Class
186,IN_1_53,3,41,1.0549798876828331,93.0,186.563,3.68,-0.013,0.001,0.0,-2.19001,0.6,0.2,0.2,0
187,IN_1_54,3,41,1.0549798876828331,93.0,186.563,3.68,-0.011,10.927,0.0,-2.19001,0.5,0.25,0.25,0
188,IN_1_55,2,41,1.0549798876828331,93.0,237.794,3.68,-0.011,0.001,0.0,-2.19001,0.5,0.25,0.25,0
189,IN_1_56,1,41,1.0549798876828331,175.0,237.794,3.68,-0.012,0.001,0.0,-2.19001,0.4,0.4,0.2,0
190,IN_1_57,1,41,1.0549798876828331,175.0,237.794,3.68,-0.013,0.001,0.0,-2.19001,0.5555555555555556,0.1111111111111111,0.3333333333333333,0
191,IN_1_58,1,41,1.0549798876828331,175.0,237.794,3.68,-0.013,10.927,0.0,-2.19001,0.5555555555555556,0.1111111111111111,0.3333333333333333,0
192,IN_1_59,1,41,1.0549798876828331,175.0,237.794,3.68,-0.013,34.688,0.001,-2.19001,0.5555555555555556,0.1111111111111111,0.3333333333333333,0
193,IN_1_6,,41,0.998298988694638,nan,nan,nan,-0.013,0.001,0.001,-2.19001,0.4,0.4,0.2,0
194,IN_1_60,1,41,1.0549798876828331,175.0,237.794,3.68,-0.013,34.688,0.001,-2.19001,0.5555555555555556,0.1111111111111111,0.3333333333333333,0
195,IN_1_7,,41,1.0549798876828331,nan,nan,nan,-0.013,0.001,0.001,-2.19001,0.625,0.25,0.125,0
196,IN_1_71,1,41,1.0549798876828331,133.0,186.563,3.68,-0.015,34.688,0.0,-2.19001,0.3125,0.1875,0.5,2
197,IN_1_72,1,41,1.0549798876828331,133.0,186.563,3.68,-0.015,34.688,0.0,-2.19001,0.3125,0.1875,0.5,2
198,IN_1_73,1,41,1.0549798876828331,133.0,186.563,3.68,-0.015,10.927,0.0,-2.19001,0.3125,0.1875,0.5,2
199,IN_1_74,1,41,1.0549798876828331,133.0,186.563,3.68,-0.013,0.001,0.0,-2.19001,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
200,IN_1_75,1,41,1.0549798876828331,133.0,186.563,3.68,-0.013,10.927,0.0,-2.19001,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
201,IN_1_76,1,41,1.0549798876828331,133.0,186.563,3.68,-0.013,0.001,0.0,-2.19001,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
202,IN_1_77,1,41,1.0549798876828331,133.0,186.563,3.68,-0.013,10.927,-0.0,-2.19001,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
203,IN_1_78,1,41,1.0549798876828331,133.0,186.563,3.68,-0.013,0.001,0.0,-2.19001,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
204,IN_1_79,1,41,1.0549798876828331,133.0,186.563,3.68,-0.013,0.001,0.0,-2.19001,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
205,IN_1_8,,41,1.0549798876828331,nan,nan,nan,-0.013,0.001,0.001,-2.19001,0.625,0.25,0.125,0
206,IN_1_80,1,41,1.0549798876828331,133.0,186.563,3.68,-0.013,0.001,0.0,-2.19001,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
207,IN_1_81,1,41,1.0549798876828331,175.0,186.563,3.187,-0.013,0.001,0.0,0.4,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
208,IN_1_82,1,41,1.0549798876828331,133.0,186.563,3.68,-0.013,10.927,0.0,0.4,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
209,IN_1_83,1,41,1.0549798876828331,133.0,186.563,3.68,-0.013,0.001,-0.0,0.4,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
210,IN_1_84,2,41,1.0549798876828331,-0.0,137.664,3.187,-0.015,0.001,0.0,0.4,0.06666666666666667,0.06666666666666667,0.8666666666666667,2
211,IN_1_85,2,41,1.0549798876828331,-0.0,137.664,3.187,-0.013,0.001,-0.0,0.4,0.0625,0.3125,0.625,2
212,IN_1_86,2,41,1.0549798876828331,-0.0,137.664,3.187,-0.013,0.001,-0.0,0.4,0.0625,0.3125,0.625,2
213,IN_1_87,2,41,1.0549798876828331,93.0,137.664,3.187,-0.013,10.927,0.0,0.4,0.0625,0.3125,0.625,2
214,IN_1_88,2,41,1.0549798876828331,93.0,137.664,3.187,-0.013,34.688,0.0,0.4,0.0625,0.3125,0.625,2
215,IN_1_89,2,41,1.0549798876828331,93.0,186.563,3.187,-0.013,91.558,0.0,0.4,0.35,0.1,0.55,2
216,IN_1_9,,41,1.0549798876828331,nan,nan,nan,-0.013,0.001,0.001,-2.19001,0.625,0.25,0.125,0
217,IN_1_90,2,41,1.0549798876828331,93.0,186.563,3.187,-0.015,34.688,0.0,0.4,0.6666666666666666,0.03333333333333333,0.3,0
218,IN_1_91,2,41,1.0549798876828331,93.0,186.563,3.187,-0.015,34.688,0.0,0.4,0.6666666666666666,0.03333333333333333,0.3,0
219,IN_1_92,2,41,1.0549798876828331,93.0,186.563,3.187,-0.013,34.688,0.0,0.4,0.35,0.1,0.55,2
220,IN_1_93,2,41,1.0549798876828331,133.0,186.563,3.187,-0.013,34.688,0.001,0.4,0.35,0.1,0.55,2
221,IN_1_94,2,41,1.0549798876828331,93.0,137.664,3.187,-0.013,10.927,0.0,0.4,0.0625,0.3125,0.625,2
222,IN_1_95,2,41,1.0549798876828331,93.0,137.664,3.187,-0.015,10.927,0.001,0.4,0.06666666666666667,0.06666666666666667,0.8666666666666667,2
223,IN_1_96,2,41,1.0549798876828331,93.0,137.664,3.187,-0.015,34.688,0.001,0.4,0.06666666666666667,0.06666666666666667,0.8666666666666667,2
224,IN_1_97,2,41,1.0549798876828331,93.0,137.664,3.187,-0.015,10.927,0.001,0.4,0.06666666666666667,0.06666666666666667,0.8666666666666667,2
225,IN_1_98,2,41,1.0549798876828331,93.0,137.664,3.187,-0.015,34.688,0.0,0.4,0.06666666666666667,0.06666666666666667,0.8666666666666667,2
226,IN_1_99,2,41,1.0549798876828331,93.0,137.664,3.187,-0.015,10.927,0.0,0.4,0.06666666666666667,0.06666666666666667,0.8666666666666667,2
227,IN_2_219,,44,0.8187113373545954,nan,nan,nan,-0.007,0.001,-0.0,-2.19001,0.6428571428571429,0.2857142857142857,0.07142857142857142,0
228,IN_2_220,,44,0.8187113373545954,nan,nan,nan,-0.007,0.001,-0.0,-2.19001,0.6428571428571429,0.2857142857142857,0.07142857142857142,0
229,IN_2_221,,44,0.8187113373545954,nan,nan,nan,-0.007,0.001,-0.0,-2.19001,0.6428571428571429,0.2857142857142857,0.07142857142857142,0
230,IN_2_222,,44,0.8187113373545954,nan,nan,nan,-0.007,0.001,-0.0,-2.19001,0.6428571428571429,0.2857142857142857,0.07142857142857142,0
231,IN_2_223,,44,0.8187113373545954,nan,nan,nan,-0.007,0.001,-0.0,-2.19001,0.6428571428571429,0.2857142857142857,0.07142857142857142,0
232,IN_2_224,,44,0.8187113373545954,nan,nan,nan,-0.007,0.001,-0.0,-2.19001,0.6428571428571429,0.2857142857142857,0.07142857142857142,0
233,IN_2_225,,44,0.8187113373545954,nan,nan,nan,-0.007,0.001,-0.0,-2.19001,0.6428571428571429,0.2857142857142857,0.07142857142857142,0
234,IN_2_226,,44,0.8187113373545954,nan,nan,nan,-0.007,0.001,-0.0,-2.19001,0.6428571428571429,0.2857142857142857,0.07142857142857142,0
235,IN_2_236,,42,0.8187113373545954,nan,nan,nan,-0.007,91.558,0.0,-2.19001,0.75,0.125,0.125,0
236,IN_2_238,,41,0.8187113373545954,nan,nan,nan,-0.007,34.688,0.0,-2.19001,0.2222222222222222,0.4444444444444444,0.3333333333333333,1
237,IN_2_241,,44,0.9255274458584529,nan,nan,nan,-0.007,34.688,0.0,-2.19001,0.5,0.3333333333333333,0.16666666666666666,0
238,IN_2_242,,44,0.9255274458584529,nan,nan,nan,-0.007,34.688,0.0,-2.19001,0.5,0.3333333333333333,0.16666666666666666,0
239,IN_2_243,,44,0.9615816880511958,nan,nan,nan,-0.007,34.688,0.0,-2.19001,0.4,0.2,0.4,0
240,IN_2_244,1,44,0.9615816880511958,-0.0,1.379,-0.704,-0.007,34.688,0.001,-2.19001,0.75,0.125,0.125,0
241,IN_2_245,1,44,0.9255274458584529,-0.0,1.379,-0.704,-0.007,34.688,0.001,-2.19001,0.6,0.2,0.2,0
242,IN_2_246,1,44,0.9615816880511958,-0.0,1.379,-0.704,-0.007,34.688,0.001,-2.19001,0.75,0.125,0.125,0
243,IN_2_247,1,44,0.9255274458584529,-0.0,1.379,-0.704,-0.007,34.688,0.001,-2.19001,0.6,0.2,0.2,0
244,IN_2_248,1,44,0.9615816880511958,-0.0,1.379,-0.704,-0.007,91.558,0.001,-2.19001,0.75,0.125,0.125,0
245,IN_2_249,1,44,0.9615816880511958,-0.0,1.379,-0.704,-0.007,91.558,0.001,-2.19001,0.75,0.125,0.125,0
246,IN_2_250,1,44,0.9615816880511958,-0.0,1.379,-0.704,-0.007,91.558,0.001,-2.19001,0.75,0.125,0.125,0
247,IN_2_258,,41,0.8187113373545954,nan,nan,nan,-0.011,0.001,0.001,-2.19001,0.5,0.25,0.25,0
248,IN_3_270,1,41,0.9615816880511958,-0.0,1.379,-0.704,-0.009,0.001,0.0,-2.19001,0.6,0.2,0.2,0
249,IN_3_271,1,41,0.9615816880511958,-0.0,1.379,-0.704,-0.009,0.001,0.0,-2.19001,0.6,0.2,0.2,0
250,IN_3_272,1,41,0.9769329631856487,-0.0,1.379,-0.704,-0.009,10.927,0.0,-2.19001,0.5,0.25,0.25,0
251,IN_3_273,1,41,0.9769329631856487,-0.0,1.379,-0.704,-0.01,34.688,-0.0,-2.19001,0.625,0.125,0.25,0
252,IN_3_274,1,41,0.9769329631856487,-0.0,1.379,-0.704,-0.01,34.688,-0.0,-2.19001,0.625,0.125,0.25,0
253,IN_3_275,1,41,0.9769329631856487,-0.0,1.379,-0.704,-0.01,34.688,-0.0,-2.19001,0.625,0.125,0.25,0
254,IN_3_276,1,41,0.9769329631856487,-0.0,1.379,-0.704,-0.01,34.688,-0.0,-2.19001,0.625,0.125,0.25,0
255,IN_3_398,,41,0.8187113373545954,nan,nan,nan,-0.257,0.001,0.001,0.4,0.125,0.25,0.625,2
256,IN_3_399,,41,0.8187113373545954,nan,nan,nan,-0.257,0.001,0.001,0.4,0.125,0.25,0.625,2
257,IN_3_400,,41,0.8187113373545954,nan,nan,nan,-0.257,0.001,0.001,0.4,0.125,0.25,0.625,2
258,IN_4_401,,41,0.8187113373545954,nan,nan,nan,-0.257,0.001,0.001,0.4,0.125,0.25,0.625,2
259,IN_4_402,,41,0.9255274458584529,nan,nan,nan,-0.257,0.001,0.001,0.4,0.09090909090909091,0.7272727272727273,0.18181818181818182,1
260,IN_4_506,,82,0.998298988694638,nan,nan,nan,nan,10.927,nan,-2.19001,0.5,0.25,0.25,0
261,IN_4_521,,44,0.998298988694638,nan,nan,nan,-0.015,0.001,0.0,-2.19001,0.6666666666666666,0.16666666666666666,0.16666666666666666,0
262,IN_4_522,0,44,0.998298988694638,133.0,137.664,3.187,-0.015,0.001,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
263,IN_4_523,1,44,0.998298988694638,93.0,1.379,-0.704,-0.015,10.927,0.0,-2.19001,0.8,0.1,0.1,0
264,IN_4_524,1,44,0.998298988694638,93.0,1.379,2.583,-0.015,0.001,0.0,-2.19001,0.8,0.1,0.1,0
265,IN_4_525,1,44,0.998298988694638,93.0,1.379,-0.704,-0.015,0.001,0.0,-2.19001,0.8,0.1,0.1,0
266,IN_4_526,1,44,0.998298988694638,93.0,1.379,-0.704,-0.015,0.001,-0.0,-2.19001,0.8,0.1,0.1,0
267,IN_4_527,1,44,0.998298988694638,133.0,1.379,-0.704,-0.02,0.001,0.0,-2.19001,0.5,0.25,0.25,0
268,IN_4_528,0,44,0.998298988694638,175.0,137.664,3.187,-0.02,0.001,-0.0,-2.19001,0.6,0.2,0.2,0
269,IN_4_529,0,44,0.998298988694638,133.0,137.664,2.583,-0.02,0.001,-0.0,-2.19001,0.6,0.2,0.2,0
270,IN_4_530,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,0.001,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
271,IN_4_531,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,0.001,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
272,IN_4_532,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,0.001,-0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
273,IN_4_533,0,44,0.998298988694638,93.0,1.379,-0.704,-0.015,10.927,-0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
274,IN_4_534,0,44,0.998298988694638,93.0,1.379,2.583,-0.015,10.927,0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
275,IN_4_535,1,44,0.998298988694638,-0.0,1.379,2.583,-0.015,0.001,0.0,-2.19001,0.8,0.1,0.1,0
276,IN_4_536,1,44,0.998298988694638,-0.0,186.563,2.583,-0.013,34.688,-0.0,-2.19001,0.5,0.25,0.25,0
277,IN_4_537,1,44,0.998298988694638,-0.0,137.664,2.583,-0.015,0.001,0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
278,IN_4_538,1,44,0.998298988694638,-0.0,137.664,2.583,-0.015,0.001,-0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
279,IN_4_539,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,0.001,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
280,IN_4_540,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,0.001,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
281,IN_4_541,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,0.001,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
282,IN_4_542,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,0.001,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
283,IN_4_543,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,0.001,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
284,IN_4_544,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,0.001,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
285,IN_4_545,0,44,0.998298988694638,93.0,1.379,3.187,-0.015,0.001,0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
286,IN_4_546,0,44,0.998298988694638,93.0,1.379,2.583,-0.015,0.001,0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
287,IN_4_547,0,44,0.998298988694638,93.0,1.379,-0.704,-0.015,0.001,0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
288,IN_4_548,1,44,0.998298988694638,-0.0,137.664,2.583,-0.015,34.688,0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
289,IN_4_549,1,44,0.998298988694638,-0.0,137.664,2.583,-0.015,10.927,0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
290,IN_4_550,1,44,0.998298988694638,-0.0,1.379,2.583,-0.015,0.001,0.0,-2.19001,0.8,0.1,0.1,0
291,IN_4_551,1,44,0.998298988694638,-0.0,1.379,2.583,-0.015,10.927,0.0,-2.19001,0.8,0.1,0.1,0
292,IN_4_552,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,34.688,-0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
293,IN_4_553,0,44,0.998298988694638,133.0,137.664,3.187,-0.015,34.688,-0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
294,IN_4_554,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,0.001,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
295,IN_4_555,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,10.927,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
296,IN_4_556,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,34.688,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
297,IN_4_557,0,44,0.998298988694638,133.0,137.664,2.583,-0.015,10.927,0.0,-2.19001,0.8947368421052632,0.05263157894736842,0.05263157894736842,0
298,IN_4_558,0,44,0.998298988694638,93.0,1.379,2.583,-0.015,10.927,0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
299,IN_4_559,0,44,0.998298988694638,93.0,1.379,2.583,-0.015,10.927,0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
300,IN_4_560,0,44,0.998298988694638,133.0,1.379,3.187,-0.015,10.927,-0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
301,IN_4_561,1,44,0.998298988694638,175.0,237.794,3.68,-0.015,10.927,0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
302,IN_4_562,1,44,0.998298988694638,175.0,237.794,3.68,-0.015,10.927,0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
303,IN_4_563,1,44,0.998298988694638,175.0,237.794,3.68,-0.015,10.927,-0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
304,IN_4_564,1,44,0.998298988694638,175.0,237.794,3.68,-0.015,0.001,0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
305,IN_4_565,0,44,0.998298988694638,93.0,1.379,-0.704,-0.015,0.001,0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
306,IN_4_566,0,41,0.998298988694638,93.0,1.379,-0.704,-0.015,34.688,0.0,0.14,0.16666666666666666,0.5,0.3333333333333333,1
307,IN_4_567,0,41,0.998298988694638,93.0,1.379,-0.704,-0.015,10.927,0.0,0.14,0.16666666666666666,0.5,0.3333333333333333,1
308,IN_4_568,0,41,0.998298988694638,175.0,137.664,3.68,-0.015,10.927,-0.0,0.14,0.16666666666666666,0.3333333333333333,0.5,2
309,IN_4_569,1,41,0.998298988694638,133.0,1.379,-0.704,-0.015,0.001,0.0,0.14,0.25,0.5,0.25,1
310,IN_4_570,2,41,0.998298988694638,175.0,186.563,3.187,-0.015,0.001,0.0,0.14,0.5,0.375,0.125,0
311,IN_4_571,2,41,0.998298988694638,175.0,186.563,3.187,-0.015,10.927,0.0,0.14,0.5,0.375,0.125,0
312,IN_4_572,3,41,0.998298988694638,-0.0,186.563,3.68,-0.015,0.001,0.0,0.14,0.4444444444444444,0.4444444444444444,0.1111111111111111,0
313,IN_4_573,3,41,0.998298988694638,-0.0,186.563,3.68,-0.015,0.001,0.0,0.14,0.4444444444444444,0.4444444444444444,0.1111111111111111,0
314,IN_4_574,3,41,0.998298988694638,-0.0,186.563,3.68,-0.015,34.688,0.0,0.14,0.4444444444444444,0.4444444444444444,0.1111111111111111,0
315,IN_4_576,3,41,0.998298988694638,93.0,186.563,3.68,-0.015,10.927,0.0,-2.19001,0.4444444444444444,0.4444444444444444,0.1111111111111111,0
316,IN_4_577,3,41,0.998298988694638,93.0,186.563,3.68,-0.015,0.001,0.0,-2.19001,0.4444444444444444,0.4444444444444444,0.1111111111111111,0
317,IN_4_578,4,41,0.998298988694638,-0.0,137.664,3.187,-0.015,0.001,0.0,-2.19001,0.6,0.2,0.2,0
318,IN_4_579,4,41,0.998298988694638,-0.0,137.664,3.187,-0.015,0.001,0.0,-2.19001,0.6,0.2,0.2,0
319,IN_4_580,3,41,0.998298988694638,-0.0,186.563,3.68,-0.015,10.927,0.0,-2.19001,0.4444444444444444,0.4444444444444444,0.1111111111111111,0
320,IN_4_581,3,41,0.998298988694638,-0.0,137.664,3.68,-0.015,34.688,0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
321,IN_4_582,3,41,0.998298988694638,93.0,137.664,3.187,-0.015,34.688,0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
322,IN_4_583,3,41,0.998298988694638,93.0,137.664,3.187,-0.013,10.927,0.0,-2.19001,0.5,0.25,0.25,0
323,IN_4_584,3,41,0.998298988694638,93.0,137.664,3.187,-0.015,10.927,0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
324,IN_4_585,3,41,0.998298988694638,93.0,137.664,3.187,-0.015,10.927,0.001,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
325,IN_4_586,2,41,0.998298988694638,175.0,137.664,3.187,-0.015,34.688,0.001,-2.19001,0.3333333333333333,0.08333333333333333,0.5833333333333334,2
326,IN_4_587,2,41,0.998298988694638,175.0,186.563,3.187,-0.015,10.927,0.001,-2.19001,0.5,0.375,0.125,0
327,IN_4_588,2,41,0.998298988694638,175.0,186.563,3.187,-0.015,34.688,0.0,-2.19001,0.5,0.375,0.125,0
328,IN_4_589,2,41,0.998298988694638,175.0,186.563,3.68,-0.015,0.001,0.0,-2.19001,0.5,0.375,0.125,0
329,IN_4_590,2,41,0.998298988694638,175.0,137.664,3.187,-0.015,0.001,0.0,-2.19001,0.3333333333333333,0.08333333333333333,0.5833333333333334,2
330,IN_4_591,2,41,0.998298988694638,175.0,137.664,3.187,-0.015,0.001,0.0,-2.19001,0.3333333333333333,0.08333333333333333,0.5833333333333334,2
331,IN_4_592,1,41,0.998298988694638,175.0,237.794,3.68,-0.015,0.001,0.001,-2.19001,0.5,0.25,0.25,0
332,IN_4_593,2,41,0.998298988694638,93.0,237.794,3.68,-0.015,0.001,0.001,-2.19001,0.3333333333333333,0.2222222222222222,0.4444444444444444,2
333,IN_4_594,2,41,0.998298988694638,93.0,237.794,3.68,-0.015,0.001,0.0,-2.19001,0.3333333333333333,0.2222222222222222,0.4444444444444444,2
334,IN_4_597,2,41,0.998298988694638,93.0,237.794,3.68,-0.015,34.688,0.0,0.4,0.3333333333333333,0.2222222222222222,0.4444444444444444,2
335,IN_4_598,1,41,0.998298988694638,133.0,186.563,3.68,-0.015,10.927,0.0,0.4,0.2,0.2,0.6,2
336,IN_4_599,1,41,0.998298988694638,133.0,137.664,3.187,-0.015,34.688,0.0,0.4,0.125,0.125,0.75,2
337,IN_4_600,2,41,0.998298988694638,-0.0,137.664,3.187,-0.015,10.927,0.0,0.4,0.3333333333333333,0.08333333333333333,0.5833333333333334,2
338,IN_4_601,2,41,0.998298988694638,-0.0,137.664,3.187,-0.015,0.001,0.0,0.4,0.3333333333333333,0.08333333333333333,0.5833333333333334,2
339,IN_4_602,2,41,0.998298988694638,-0.0,137.664,3.187,-0.015,0.001,0.0,0.4,0.3333333333333333,0.08333333333333333,0.5833333333333334,2
340,IN_5_603,2,41,0.998298988694638,-0.0,137.664,3.187,-0.015,0.001,0.0,0.4,0.3333333333333333,0.08333333333333333,0.5833333333333334,2
341,IN_5_604,2,41,0.998298988694638,93.0,137.664,3.187,-0.015,10.927,-0.0,0.4,0.3333333333333333,0.08333333333333333,0.5833333333333334,2
342,IN_5_605,2,41,0.998298988694638,93.0,137.664,2.583,-0.015,0.001,0.0,0.4,0.3333333333333333,0.08333333333333333,0.5833333333333334,2
343,IN_5_610,0,41,0.998298988694638,133.0,1.379,3.187,-0.012,0.001,-0.0,0.4,0.14285714285714285,0.14285714285714285,0.7142857142857143,2
344,IN_5_611,0,41,0.998298988694638,133.0,1.379,3.187,-0.012,0.001,-0.0,0.4,0.14285714285714285,0.14285714285714285,0.7142857142857143,2
345,IN_5_612,0,41,0.998298988694638,133.0,1.379,3.187,-0.012,0.001,-0.0,0.4,0.14285714285714285,0.14285714285714285,0.7142857142857143,2
346,IN_5_613,0,41,0.998298988694638,133.0,1.379,3.187,-0.012,0.001,-0.0,0.4,0.14285714285714285,0.14285714285714285,0.7142857142857143,2
347,IN_5_624,0,41,0.998298988694638,133.0,1.379,3.68,-0.02,10.927,0.001,-2.19001,0.5,0.25,0.25,0
348,IN_5_625,,41,0.998298988694638,nan,nan,nan,-0.015,0.001,0.001,-2.19001,0.5,0.25,0.25,0
349,IN_6_664,0,42,1.0549798876828331,175.0,237.794,-0.704,-0.01,0.001,-0.029,-2.19001,0.5,0.25,0.25,0
350,IN_6_665,0,42,1.0549798876828331,133.0,1.379,-0.704,-0.013,0.001,-0.029,-2.19001,0.5,0.25,0.25,0
351,IN_6_670,2,41,1.0549798876828331,133.0,186.563,3.68,-0.015,91.558,0.001,-2.19001,0.6666666666666666,0.03333333333333333,0.3,0
352,IN_6_671,2,41,1.0549798876828331,133.0,186.563,3.187,-0.015,91.558,0.001,-2.19001,0.6666666666666666,0.03333333333333333,0.3,0
353,IN_6_672,2,41,1.0549798876828331,133.0,186.563,3.187,-0.015,34.688,0.001,-2.19001,0.6666666666666666,0.03333333333333333,0.3,0
354,IN_6_673,2,41,1.0549798876828331,93.0,186.563,3.187,-0.015,34.688,0.001,-2.19001,0.6666666666666666,0.03333333333333333,0.3,0
355,IN_6_674,2,41,1.0549798876828331,93.0,186.563,3.68,-0.015,34.688,0.001,-2.19001,0.6666666666666666,0.03333333333333333,0.3,0
356,IN_7_685,1,41,1.0549798876828331,133.0,186.563,3.68,-0.015,10.927,0.001,-2.19001,0.3125,0.1875,0.5,2
357,IN_7_686,1,41,1.0549798876828331,133.0,186.563,3.187,-0.015,10.927,-0.0,-2.19001,0.3125,0.1875,0.5,2
358,IN_7_687,1,41,1.0549798876828331,133.0,186.563,3.187,-0.015,10.927,-0.0,-2.19001,0.3125,0.1875,0.5,2
359,IN_7_688,1,41,1.0549798876828331,93.0,186.563,3.68,-0.015,10.927,0.001,-2.19001,0.3125,0.1875,0.5,2
360,IN_7_689,1,41,1.0549798876828331,93.0,186.563,3.187,-0.015,10.927,0.001,-2.19001,0.3125,0.1875,0.5,2
361,IN_7_690,1,41,1.0549798876828331,93.0,186.563,3.68,-0.015,34.688,0.0,-2.19001,0.3125,0.1875,0.5,2
362,IN_7_691,0,41,1.0549798876828331,175.0,237.794,3.68,-0.015,34.688,0.0,-2.19001,0.5,0.25,0.25,0
363,IN_7_692,1,41,1.0549798876828331,175.0,137.664,3.187,-0.015,10.927,0.0,-2.19001,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
364,IN_7_693,1,41,1.0549798876828331,175.0,137.664,3.187,-0.015,10.927,0.0,-2.19001,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
365,IN_7_694,1,41,1.0941093411178204,133.0,186.563,3.68,-0.015,0.001,0.001,-2.19001,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
366,IN_7_695,2,41,1.0941093411178204,133.0,186.563,3.68,-0.015,0.001,0.001,-2.19001,0.23076923076923078,0.46153846153846156,0.3076923076923077,1
367,IN_7_696,2,41,1.0941093411178204,133.0,186.563,3.68,-0.015,10.927,0.001,-2.19001,0.23076923076923078,0.46153846153846156,0.3076923076923077,1
